"table_id","outcome","outcome_var","flow","partner","base_year","period","iv_label","transform_id","transform_label","exposure_var","instrument_var","x_timing","coef","se","N","clusters","fe_flags"
"p1__export__CHN__2000__usa_lag1__2000_2015__logdifflag_xtlag","p1","p1_log_diff_lag1","export","CHN",2000,"2000_2015","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",-25.0822204272815,71.561628854495,4032,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__level_t","p1","p1_level","export","CHN",2008,"2000_2007","usa_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",8.35004266008901e-06,8.98136966864092e-06,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__diff_t","p1","p1_diff","export","CHN",2008,"2000_2007","usa_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-1.04421480988544e-05,7.65654261703208e-06,1728,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__difflag_t","p1","p1_diff_lag1","export","CHN",2008,"2000_2007","usa_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-8.41639991613115e-06,1.31392233214527e-05,1728,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__log_t","p1","p1_log","export","CHN",2008,"2000_2007","usa_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",14.7320966896985,54.8443539795572,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__logdiff_t","p1","p1_log_diff","export","CHN",2008,"2000_2007","usa_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",-35.7386524749686,73.8764038033257,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__logdifflag_t","p1","p1_log_diff_lag1","export","CHN",2008,"2000_2007","usa_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",50.1204191956883,92.1356333844315,1728,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__level_xtlag","p1","p1_level","export","CHN",2008,"2000_2007","usa_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",1.49258570217116e-05,1.77081977632575e-05,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__diff_xtlag","p1","p1_diff","export","CHN",2008,"2000_2007","usa_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",1.62690441195819e-05,1.24617121787085e-05,1728,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__difflag_xtlag","p1","p1_diff_lag1","export","CHN",2008,"2000_2007","usa_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",-2.77620668127184e-05,2.93948341960003e-05,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__log_xtlag","p1","p1_log","export","CHN",2008,"2000_2007","usa_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",22.4089323868037,83.8526580645422,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__logdiff_xtlag","p1","p1_log_diff","export","CHN",2008,"2000_2007","usa_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",-36.5951536105479,77.1384004899985,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2007__logdifflag_xtlag","p1","p1_log_diff_lag1","export","CHN",2008,"2000_2007","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",-2.96371933654399,35.5456917371269,1728,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__level_t","p1","p1_level","export","CHN",2008,"2008_2012","usa_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",9.57409164199565e-06,1.78108338196278e-05,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__diff_t","p1","p1_diff","export","CHN",2008,"2008_2012","usa_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-3.98095325207732e-06,5.93574322677055e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__difflag_t","p1","p1_diff_lag1","export","CHN",2008,"2008_2012","usa_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-5.93255468500346e-06,7.53446373749357e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__log_t","p1","p1_log","export","CHN",2008,"2008_2012","usa_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",38.9229475759078,26.603946020101,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__logdiff_t","p1","p1_log_diff","export","CHN",2008,"2008_2012","usa_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",20.2053041278207,28.5929225622448,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__logdifflag_t","p1","p1_log_diff_lag1","export","CHN",2008,"2008_2012","usa_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",8.10510288785808,21.1634493688357,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__level_xtlag","p1","p1_level","export","CHN",2008,"2008_2012","usa_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",-3.1800677026856e-06,4.60793717151668e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__diff_xtlag","p1","p1_diff","export","CHN",2008,"2008_2012","usa_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",4.62878614428844e-06,7.10259221128645e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__difflag_xtlag","p1","p1_diff_lag1","export","CHN",2008,"2008_2012","usa_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",2.13593360697617e-06,4.26133496150383e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__log_xtlag","p1","p1_log","export","CHN",2008,"2008_2012","usa_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",-86.7201715895233,72.9942518893284,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__logdiff_xtlag","p1","p1_log_diff","export","CHN",2008,"2008_2012","usa_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",-21.2182865708599,30.0454914291823,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2008_2012__logdifflag_xtlag","p1","p1_log_diff_lag1","export","CHN",2008,"2008_2012","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",-24.9375184679646,25.7221075415702,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__level_t","p1","p1_level","export","CHN",2008,"2000_2015","usa_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",-1.65742777455651e-07,1.31036730077646e-06,4320,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__diff_t","p1","p1_diff","export","CHN",2008,"2000_2015","usa_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-1.15435976812852e-05,1.13382420102048e-05,4032,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__difflag_t","p1","p1_diff_lag1","export","CHN",2008,"2000_2015","usa_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-1.12015383652276e-05,1.66165122612392e-05,4032,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__log_t","p1","p1_log","export","CHN",2008,"2000_2015","usa_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",-3.58328733709882,10.8285554854482,4320,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__logdiff_t","p1","p1_log_diff","export","CHN",2008,"2000_2015","usa_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",15.5343170049296,25.5838078983029,4320,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__logdifflag_t","p1","p1_log_diff_lag1","export","CHN",2008,"2000_2015","usa_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",-16.1318967706274,79.890745005733,4032,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__level_xtlag","p1","p1_level","export","CHN",2008,"2000_2015","usa_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",-1.81930962430102e-07,1.4382684261713e-06,4320,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__diff_xtlag","p1","p1_diff","export","CHN",2008,"2000_2015","usa_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",1.66800463649675e-05,1.67708425279848e-05,4032,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__difflag_xtlag","p1","p1_diff_lag1","export","CHN",2008,"2000_2015","usa_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",5.91003960250919e-06,6.48100360561552e-06,3744,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__log_xtlag","p1","p1_log","export","CHN",2008,"2000_2015","usa_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",-3.42267160178656,10.3219331703008,4320,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__logdiff_xtlag","p1","p1_log_diff","export","CHN",2008,"2000_2015","usa_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",-50.6635564548694,90.9883274770395,4320,288,"district_bps_2000+year"
"p1__export__CHN__2008__usa_lag1__2000_2015__logdifflag_xtlag","p1","p1_log_diff_lag1","export","CHN",2008,"2000_2015","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",-25.0525157356975,51.4351191799964,4032,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__level_t","p1","p1_level","export","CHN",2000,"2000_2007","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",-1.02460431506138e-06,1.11380983705327e-06,2016,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__diff_t","p1","p1_diff","export","CHN",2000,"2000_2007","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-1.94958423553458e-06,3.56548081373696e-06,1728,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__difflag_t","p1","p1_diff_lag1","export","CHN",2000,"2000_2007","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",6.4858694132622e-07,2.41998347850798e-06,1728,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__log_t","p1","p1_log","export","CHN",2000,"2000_2007","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",2.22569949707194,9.14511396739388,2016,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__logdiff_t","p1","p1_log_diff","export","CHN",2000,"2000_2007","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",5.23409270661567,17.6175911101882,2016,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__logdifflag_t","p1","p1_log_diff_lag1","export","CHN",2000,"2000_2007","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",-3.20382143235757,13.2535562074815,1728,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__level_xtlag","p1","p1_level","export","CHN",2000,"2000_2007","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",-6.79476683836928e-06,8.11656333345472e-06,2016,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__diff_xtlag","p1","p1_diff","export","CHN",2000,"2000_2007","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",1.44590926141897e-06,2.63887292157326e-06,1728,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__difflag_xtlag","p1","p1_diff_lag1","export","CHN",2000,"2000_2007","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",3.33118661436515e-07,2.62762854920543e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__log_xtlag","p1","p1_log","export","CHN",2000,"2000_2007","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",50.9691874716371,251.699722625098,2016,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__logdiff_xtlag","p1","p1_log_diff","export","CHN",2000,"2000_2007","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",-3.73737506681695,12.5421545452943,2016,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2007__logdifflag_xtlag","p1","p1_log_diff_lag1","export","CHN",2000,"2000_2007","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",0.707959461491632,13.9894527351232,1728,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__level_t","p1","p1_level","export","CHN",2000,"2008_2012","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",-4.62673026599401e-05,0.000134118771748872,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__diff_t","p1","p1_diff","export","CHN",2000,"2008_2012","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-4.32003224670682e-06,3.91635990338364e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__difflag_t","p1","p1_diff_lag1","export","CHN",2000,"2008_2012","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",9.78916884998861e-06,7.13960078591377e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__log_t","p1","p1_log","export","CHN",2000,"2008_2012","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",-26.071232531927,174.737980218512,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__logdiff_t","p1","p1_log_diff","export","CHN",2000,"2008_2012","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",-15.1377268513541,24.5200680771371,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__logdifflag_t","p1","p1_log_diff_lag1","export","CHN",2000,"2008_2012","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",1.77631974672486,19.7624899621736,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__level_xtlag","p1","p1_level","export","CHN",2000,"2008_2012","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",2.30067019275943e-05,4.09701303217505e-05,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__diff_xtlag","p1","p1_diff","export","CHN",2000,"2008_2012","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",-6.99303568220825e-06,6.61750969927151e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__difflag_xtlag","p1","p1_diff_lag1","export","CHN",2000,"2008_2012","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",-9.00573259791913e-07,3.80929653708369e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__log_xtlag","p1","p1_log","export","CHN",2000,"2008_2012","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",37.7249581955126,263.021606242303,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__logdiff_xtlag","p1","p1_log_diff","export","CHN",2000,"2008_2012","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",-13.6058010662317,22.8409872897243,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2008_2012__logdifflag_xtlag","p1","p1_log_diff_lag1","export","CHN",2000,"2008_2012","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",1.02974471931405,13.9896850250618,1440,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__level_t","p1","p1_level","export","CHN",2000,"2000_2015","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",5.28508762894217e-07,1.43482444795181e-06,4320,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__diff_t","p1","p1_diff","export","CHN",2000,"2000_2015","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-1.46753487215855e-06,7.57597345531093e-06,4032,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__difflag_t","p1","p1_diff_lag1","export","CHN",2000,"2000_2015","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",2.41377649279401e-06,2.30944443404912e-06,4032,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__log_t","p1","p1_log","export","CHN",2000,"2000_2015","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",-13.0087904664987,13.5198764137881,4320,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__logdiff_t","p1","p1_log_diff","export","CHN",2000,"2000_2015","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",92.4411475122846,94.3430188164191,4320,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__logdifflag_t","p1","p1_log_diff_lag1","export","CHN",2000,"2000_2015","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",14.285454799487,11.8501559688793,4032,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__level_xtlag","p1","p1_level","export","CHN",2000,"2000_2015","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",9.17774533690332e-07,2.52442575844719e-06,4320,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__diff_xtlag","p1","p1_diff","export","CHN",2000,"2000_2015","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",5.02323661562023e-07,2.57837368549901e-06,4032,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__difflag_xtlag","p1","p1_diff_lag1","export","CHN",2000,"2000_2015","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",4.68595092935189e-08,2.57435146675287e-06,3744,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__log_xtlag","p1","p1_log","export","CHN",2000,"2000_2015","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",-34.1564079840957,44.8042196051637,4320,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__logdiff_xtlag","p1","p1_log_diff","export","CHN",2000,"2000_2015","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",-14.8115421739405,11.4197841194794,4320,288,"district_bps_2000+year"
"p1__export__CHN__2000__jpn_lag1__2000_2015__logdifflag_xtlag","p1","p1_log_diff_lag1","export","CHN",2000,"2000_2015","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",-14.3371739955165,13.0228480610942,4032,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__level_t","p1","p1_level","export","CHN",2008,"2000_2007","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",-1.80308579384309e-06,1.33368022195695e-06,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__diff_t","p1","p1_diff","export","CHN",2008,"2000_2007","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-4.19277877408609e-06,4.42654165932678e-06,1728,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__difflag_t","p1","p1_diff_lag1","export","CHN",2008,"2000_2007","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",3.97870618571054e-07,3.31766800644003e-06,1728,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__log_t","p1","p1_log","export","CHN",2008,"2000_2007","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",-7.91066416799331,10.4373672325415,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__logdiff_t","p1","p1_log_diff","export","CHN",2008,"2000_2007","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",-5.51373615634652,22.8013479291257,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__logdifflag_t","p1","p1_log_diff_lag1","export","CHN",2008,"2000_2007","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",0.718347403032063,19.8847144393815,1728,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__level_xtlag","p1","p1_level","export","CHN",2008,"2000_2007","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",-9.54328034013108e-06,8.28022109930826e-06,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__diff_xtlag","p1","p1_diff","export","CHN",2008,"2000_2007","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",3.18454461070006e-06,3.288632100193e-06,1728,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__difflag_xtlag","p1","p1_diff_lag1","export","CHN",2008,"2000_2007","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",1.4649492342779e-06,3.32834485678886e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__log_xtlag","p1","p1_log","export","CHN",2008,"2000_2007","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",-100.789284582502,199.634740063569,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__logdiff_xtlag","p1","p1_log_diff","export","CHN",2008,"2000_2007","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",3.82362780689068,15.8168964075172,2016,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2000_2007__logdifflag_xtlag","p1","p1_log_diff_lag1","export","CHN",2008,"2000_2007","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",7.84827530360749,18.704605921823,1728,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2008_2012__level_t","p1","p1_level","export","CHN",2008,"2008_2012","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",-2.41743855096583e-06,3.50724741327503e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2008_2012__diff_t","p1","p1_diff","export","CHN",2008,"2008_2012","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-1.97216917923801e-06,4.7147190046867e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2008_2012__difflag_t","p1","p1_diff_lag1","export","CHN",2008,"2008_2012","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",1.89954164977143e-06,6.40525151723894e-06,1440,288,"district_bps_2000+year"
"p1__export__CHN__2008__jpn_lag1__2008_2012__log_t","p1","p1_log","export","CHN",2008,"2008_2012","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",0.416549375251767,16.8005599756491,1440,288,"district_bps_2000+year"
